occupation_group,month,occupation_label,ai_exposure,automation_prone,augmentation_prone,employment_share,source_note,post_chatgpt,high_exposure,treated,base_employment,employment_rate,log_wage
protective_service,2023-09-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6916194999271653,10.810689526182255
food_prep,2023-09-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6433369223710743,10.744591717516471
building_grounds,2023-09-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6395004344534517,10.690563435226645
personal_care,2023-09-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6632789491059691,10.823564500275868
sales,2023-09-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6376934119511833,10.755395985046624
office_admin,2023-09-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5919459208351596,10.751116009526777
farming,2023-09-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6655218162768223,10.856642076328583
construction,2023-09-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.662714680250058,10.66975955708693
installation,2023-09-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6653986762747133,10.753151713915221
production,2023-09-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.611601942834867,10.762434916359284
transportation,2023-09-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6045319541393,10.804578955728164
management,2023-10-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6648816054943841,10.663122603825766
business_financial,2023-10-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6209404114088339,10.830399560377419
computer_math,2023-10-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6888943112451558,10.811409662171751
architecture_engineering,2023-10-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6669619576147001,10.73452750770672
life_physical_social,2023-10-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6376961429284891,10.780358270381123
community_social,2023-10-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.7112786650682856,10.76747574505446
legal,2023-10-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6127620296614925,10.837366244994325
education,2023-10-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6613383502593717,10.836940288253174
arts_media,2023-10-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6336064873515053,10.798027673585
healthcare_practitioners,2023-10-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6501874516539755,10.780015186192536
healthcare_support,2023-10-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6536686233222537,10.645074262417191
protective_service,2023-10-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6879719549341845,10.728971768147158
food_prep,2023-10-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6793551079812761,10.714644952157759
building_grounds,2023-10-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6742878366586582,10.756416508272519
personal_care,2023-10-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6786295812171735,10.741809206797221
sales,2023-10-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6069836365634168,10.764691242003257
office_admin,2023-10-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.59946011267281,10.693512413924221
farming,2023-10-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6757353881855531,10.70800483346053
construction,2023-10-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6410043938345904,10.709913754640253
installation,2023-10-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6851856042405838,10.809109648839069
production,2023-10-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6151688206350173,10.764354299683752
transportation,2023-10-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6391687468830145,10.797809614020824
management,2023-11-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6556568966538007,10.896668407819567
business_financial,2023-11-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.623732610847871,10.74467819249097
computer_math,2023-11-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6839545167808107,10.763888003070889
architecture_engineering,2023-11-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6954149252105065,10.762837552619132
life_physical_social,2023-11-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6850745305427149,10.821003215593668
community_social,2023-11-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.653558352552696,10.81068617364502
legal,2023-11-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.5991520605512954,10.841866003269178
education,2023-11-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6845466718307364,10.772814726588434
arts_media,2023-11-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6061808466935733,10.729706486631958
healthcare_practitioners,2023-11-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6596755277826888,10.854342176346506
healthcare_support,2023-11-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6431187630357821,10.766013979548282
protective_service,2023-11-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6645608785500677,10.768650216773201
food_prep,2023-11-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6660934871233214,10.714856700602219
building_grounds,2023-11-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6269076259646902,10.660008321728384
personal_care,2023-11-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6850697345610987,10.763926205443536
sales,2023-11-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6343775208326937,10.775836399120067
office_admin,2023-11-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6154954515808099,10.800523835868995
farming,2023-11-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6743478952750991,10.687395097304348
construction,2023-11-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6235212697906176,10.777627757620651
installation,2023-11-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6745565019551609,10.717283254788725
production,2023-11-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6036496597797735,10.73897709554008
transportation,2023-11-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.5923781507778861,10.777612029998236
management,2023-12-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6264906501366821,10.71630714952775
business_financial,2023-12-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6185781810779015,10.830602571220496
computer_math,2023-12-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6481922397943063,10.863041690811354
architecture_engineering,2023-12-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.5946626405104858,10.83039791869492
life_physical_social,2023-12-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6501183550699442,10.847440369304936
community_social,2023-12-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.7171922956954376,10.88253237643811
legal,2023-12-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6256406886657081,10.81732776100701
education,2023-12-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6553575039980698,10.810886799546507
arts_media,2023-12-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6720362626392741,10.77036780574997
healthcare_practitioners,2023-12-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6997572141882148,10.757877029696397
healthcare_support,2023-12-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6660714683252035,10.745413546871985
protective_service,2023-12-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6522230642363389,10.82173850931598
food_prep,2023-12-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6372517295504536,10.756405763355284
building_grounds,2023-12-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6721329251752308,10.692989445178716
personal_care,2023-12-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6682905698400675,10.76728014393951
sales,2023-12-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.5924047012573046,10.754647124930445
office_admin,2023-12-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6035792873567611,10.774101969837178
farming,2023-12-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6913159185344527,10.726169674365549
construction,2023-12-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6417784676422074,10.694307751486555
installation,2023-12-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6560505322944794,10.806261878981468
production,2023-12-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.5818734891316081,10.81638487853918
transportation,2023-12-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.587603447777232,10.809124853191634
management,2024-01-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6453041886330713,10.736732763658004
business_financial,2024-01-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.651927718109754,10.836022536290315
computer_math,2024-01-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6958634742335351,10.815213987639048
architecture_engineering,2024-01-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6238970391312528,10.747130613329732
life_physical_social,2024-01-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6799407526568795,10.752995672601628
community_social,2024-01-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6666242721776164,10.805824885981576
legal,2024-01-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6147250720466327,10.70893642434246
education,2024-01-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.695494891325055,10.740865614422106
arts_media,2024-01-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6488727289012497,10.863115468425196
healthcare_practitioners,2024-01-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6644935707445936,10.773280961345543
healthcare_support,2024-01-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6734145523459055,10.783432738896014
protective_service,2024-01-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.676589747779249,10.724355403964571
food_prep,2024-01-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6368773357054371,10.683901996636145
building_grounds,2024-01-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6587057747867497,10.739446506961707
personal_care,2024-01-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6667521367040629,10.75844566533741
sales,2024-01-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.5847757430252868,10.714786298420444
office_admin,2024-01-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.584414333109087,10.721738700110292
farming,2024-01-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6640872628308917,10.803197558780084
construction,2024-01-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6674282193685555,10.703057105393894
installation,2024-01-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6711519245267588,10.767653844502084
production,2024-01-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6160764208263022,10.775582568481584
transportation,2024-01-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6420977408890084,10.700468711755082
management,2024-02-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6383799278526319,10.763482515016555
business_financial,2024-02-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6320208158074327,10.785003448561525
computer_math,2024-02-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6488487394954803,10.838167810212815
architecture_engineering,2024-02-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.5965220623791693,10.783444047150283
life_physical_social,2024-02-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6893086343382839,10.783718578938561
community_social,2024-02-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6872140535972514,10.764026616114348
legal,2024-02-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6188972552001111,10.821118093194537
education,2024-02-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6725729206846385,10.744800043683325
arts_media,2024-02-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6400399001157253,10.777718072732295
healthcare_practitioners,2024-02-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6875002623899731,10.794352387937046
healthcare_support,2024-02-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.7038220851591094,10.742991298304869
protective_service,2024-02-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.685059344616157,10.803182490054668
food_prep,2024-02-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6311908879476483,10.730493261470556
building_grounds,2024-02-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6346933154765005,10.625959347243258
personal_care,2024-02-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6961250865670786,10.66926776533414
sales,2024-02-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6298035977346218,10.753058226976314
office_admin,2024-02-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5996727212317011,10.711225086942061
farming,2024-02-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6703562705187016,10.775305311754485
construction,2024-02-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6565703978772114,10.755671391878407
installation,2024-02-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.656213975879294,10.71870491203493
production,2024-02-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6181520202097013,10.741568097796348
transportation,2024-02-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6163958834037327,10.803382323838811
management,2024-03-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6510504885212283,10.708328068859345
business_financial,2024-03-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6296042009663498,10.767783391837025
computer_math,2024-03-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6294955911790862,10.827392532442747
architecture_engineering,2024-03-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.66675276485197,10.769494010148252
life_physical_social,2024-03-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6388378845505968,10.758259337238579
community_social,2024-03-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6668790700599724,10.703125070893243
legal,2024-03-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.639252612112805,10.731322621618755
education,2024-03-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6521135738023147,10.83711782438884
arts_media,2024-03-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6696738445894244,10.756073085941619
healthcare_practitioners,2024-03-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6588838705744978,10.904265303391293
healthcare_support,2024-03-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6754487530039763,10.717273941276623
protective_service,2024-03-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.7045018254004485,10.686203797581234
food_prep,2024-03-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6690214605639551,10.706086080395464
building_grounds,2024-03-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.673674158516964,10.750568987462374
personal_care,2024-03-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6711153120643231,10.751637394828128
sales,2024-03-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.624816795585875,10.774647135484464
office_admin,2024-03-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6110067073709535,10.75763729275059
farming,2024-03-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6836153229973292,10.654602589974163
construction,2024-03-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6539739218135561,10.757973629956155
installation,2024-03-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6744822991479692,10.7451532749943
production,2024-03-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6480753755230025,10.729234715422516
transportation,2024-03-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6329391210906279,10.791664724834071
management,2024-04-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6580572740099939,10.765775801402459
business_financial,2024-04-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.5948478317120448,10.78636769910534
computer_math,2024-04-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6798504394309737,10.822810916039277
architecture_engineering,2024-04-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.65775654412282,10.837828338792741
life_physical_social,2024-04-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6369766973805986,10.692907241776496
community_social,2024-04-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.678052646440088,10.727916636138715
legal,2024-04-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6245480053202263,10.82264960989662
education,2024-04-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.679391340868486,10.724885956307054
arts_media,2024-04-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6431331330451792,10.860027196655402
healthcare_practitioners,2024-04-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6999455936057212,10.857587986017245
healthcare_support,2024-04-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6778807657627792,10.87778473657551
protective_service,2024-04-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6873969234302405,10.755094730043055
food_prep,2024-04-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6629884614776254,10.804705281553925
building_grounds,2024-04-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6406007751234097,10.82480536812565
personal_care,2024-04-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.7150595027755093,10.776268890591703
sales,2024-04-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6526170308240101,10.778819004843134
office_admin,2024-04-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5766171698302488,10.736946195966771
farming,2024-04-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6500780873032848,10.760623650745462
construction,2024-04-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6671056233752024,10.652727633037463
installation,2024-04-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6968625875574841,10.657683977176314
production,2024-04-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6393826715768859,10.761602799526916
transportation,2024-04-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.691597217998275,10.759761700081334
management,2024-05-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6366956255794436,10.822686929071114
business_financial,2024-05-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.5912655371101867,10.779726302391785
computer_math,2024-05-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6546350787975787,10.805312725680283
architecture_engineering,2024-05-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.670052113145726,10.689471453832823
life_physical_social,2024-05-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6719726564412206,10.783758740509183
community_social,2024-05-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.7078158370809319,10.623652268412556
legal,2024-05-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6015340581612256,10.793638048679835
education,2024-05-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6461251689922579,10.779623326507751
arts_media,2024-05-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6476895375524936,10.715747716672979
healthcare_practitioners,2024-05-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6836473810401892,10.85147483997805
healthcare_support,2024-05-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6987901861989803,10.780856984913198
protective_service,2024-05-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6752532394664822,10.78880930325052
food_prep,2024-05-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.667899691359857,10.752544545392979
building_grounds,2024-05-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6843635101260603,10.726789503079633
